  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
724940 23234 201509010000 270  22 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   71   57 1011.8 ***** 1008.7  76  60 ***** ***** ***** ***** ** 
724940 23234 201509010056 270  23 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   56 1011.5 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010156 270  18 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   56 1011.5 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010256 250  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   55 1011.5 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010356 250   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1012.0 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010456 270  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1012.1 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010556 250   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1012.0 29.89 1011.6  71  63  0.00 ***** ***** ***** ** 
724940 23234 201509010600 250   7 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1012.0 ***** 1009.0  71  60 ***** ***** ***** ***** ** 
724940 23234 201509010656 220   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   56 1011.9 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010756 230   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   56 1011.8 29.88 1011.3  76  60  0.00 ***** ***** ***** ** 
724940 23234 201509010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  76 *** ***** *****  0.00 ***** ** 
724940 23234 201509010856 220   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   55 1011.6 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509010956 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   56 1011.4 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011056 290   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   55 1011.3 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011156 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   54 1011.3 29.86 1010.6  65  59  0.00 ***** ***** ***** ** 
724940 23234 201509011200 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   54 1011.3 ***** 1008.0  76  59 ***** ***** ***** ***** ** 
724940 23234 201509011256 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   55 1011.4 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011356 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   55 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011456 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   55 1011.9 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011556 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   66   56 1011.9 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011656 020   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   57 1012.2 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011756 280   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   71   55 1012.3 29.90 1011.9  71  59  0.00 ***** ***** ***** ** 
724940 23234 201509011800 280   5 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   71   55 1012.3 ***** 1009.4  71  59 ***** ***** ***** ***** ** 
724940 23234 201509011856 170  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   72   56 1012.4 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509011956 220  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   74   54 1012.0 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509012056 250  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   74   54 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509012156 250  16 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   76   53 1011.4 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509012256 230  16 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   75   54 1011.0 29.86 1010.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509012356 250  18  23 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   73   54 1011.0 29.86 1010.6  76  70  0.00 ***** ***** ***** ** 
724940 23234 201509020000 250  18 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   73   54 1011.0 ***** 1008.0  76  59 ***** ***** ***** ***** ** 
724940 23234 201509020056 250  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   69   55 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020156 240  10  22 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   56 1012.1 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020256 260  18  24 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   56 1012.5 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020356 240  14  23 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.1 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020456 240  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.7 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020556 240  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.4 29.93 1012.9  73  63  0.00 ***** ***** ***** ** 
724940 23234 201509020600 240  13 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.4 ***** 1010.4  73  59 ***** ***** ***** ***** ** 
724940 23234 201509020656 250   9  18  18 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.3 29.93 1012.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020756 240  10 ***  18 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.7 29.94 1013.3  76  59  0.00 ***** ***** ***** ** 
724940 23234 201509020759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  76 *** ***** *****  0.00 ***** ** 
724940 23234 201509020856 250   8 ***  16 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1013.8 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509020956 270  14 ***  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   62   55 1013.7 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021056 260   7 ***  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1013.7 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021156 270   9 ***  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.5 29.93 1012.9  63  62  0.00 ***** ***** ***** ** 
724940 23234 201509021200 270   9 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.5 ***** 1010.4  76  62 ***** ***** ***** ***** ** 
724940 23234 201509021256 260  10 ***  19 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1013.6 29.93 1012.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021356 240  10 ***  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1013.8 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021456 230   9 ***  17 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1014.4 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021554 250  10  20  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 ****** 29.96 1014.0 *** *** ***** ***** ***** ***** ** 
724940 23234 201509021556 260   9  20  15 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1014.5 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021656 260  10 ***  17 *** * * * 10.0 ** ** ** ** ** ** ** ** *   65   56 1014.6 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021756 250  15 ***  21 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   55 1014.8 29.97 1014.3  68  62  0.00 ***** ***** ***** ** 
724940 23234 201509021800 250  15 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   68   55 1014.8 ***** 1011.7  68  62 ***** ***** ***** ***** ** 
724940 23234 201509021856 250  18  23 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   70   54 1014.6 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509021956 270  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   69   56 1014.3 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509022056 250  17  22 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   72   56 1014.3 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509022156 270  20  29 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   70   57 1014.1 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509022256 270  21  30  21 *** * * * 10.0 ** ** ** ** ** ** ** ** *   69   58 1013.6 29.93 1012.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509022356 260  20 ***  21 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   58 1013.4 29.93 1012.9  73  67  0.00 ***** ***** ***** ** 
724940 23234 201509030000 260  20 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   68   58 1013.4 ***** 1010.4  73  62 ***** ***** ***** ***** ** 
724940 23234 201509030056 270  18 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   58 1013.2 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030156 260  17  24 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   57 1013.0 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030256 250  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   56 1013.0 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030356 250  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   56 1012.9 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030456 260  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1013.2 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030556 260  22 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1012.9 29.91 1012.3  68  63  0.00 ***** ***** ***** ** 
724940 23234 201509030600 260  22 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 1012.9 ***** 1009.7  68  62 ***** ***** ***** ***** ** 
724940 23234 201509030656 250  22 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   56 1012.9 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030756 250  21 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   55 1013.0 29.92 1012.6  73  62  0.00 ***** ***** ***** ** 
724940 23234 201509030759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  73 *** ***** *****  0.00 ***** ** 
724940 23234 201509030856 260  18 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   56 1012.8 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509030956 260  20 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   56 1013.0 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031056 250  20 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   56 1013.1 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031156 250  18 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   55 1012.8 29.91 1012.3  63  61  0.00 ***** ***** ***** ** 
724940 23234 201509031200 250  18 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   55 1012.8 ***** 1009.7  73  61 ***** ***** ***** ***** ** 
724940 23234 201509031256 250  20 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   55 1012.9 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031354 250  22 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   61   54 ****** 29.93 1012.9 *** *** ***** ***** ***** ***** ** 
724940 23234 201509031356 250  22 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   54 1013.3 29.93 1012.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031456 260  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   54 1013.8 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031556 260  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   53 1014.0 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031656 270  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   51 1014.1 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031756 260  18  23 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   50 1014.3 29.95 1013.6  67  61  0.00 ***** ***** ***** ** 
724940 23234 201509031800 260  18 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   50 1014.3 ***** 1011.1  67  61 ***** ***** ***** ***** ** 
724940 23234 201509031856 270  20  30 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   51 1014.0 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509031956 250  20  29 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   52 1013.3 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509032056 250  18  24 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   52 1012.9 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509032156 270  21  29 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   53 1012.5 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509032256 260  20  28 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   66   53 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509032356 250  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   66   53 1011.6 29.87 1010.9  69  65  0.00 ***** ***** ***** ** 
724940 23234 201509040000 250  15 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   66   53 1011.6 ***** 1008.3  69  61 ***** ***** ***** ***** ** 
724940 23234 201509040056 240  18 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   53 1011.3 29.86 1010.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040156 250  14  18 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   52 1010.9 29.85 1010.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040256 240  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   52 1010.7 29.85 1010.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040356 240  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   52 1010.7 29.85 1010.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040456 260  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   51 1010.6 29.85 1010.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040556 240  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   51 1010.6 29.85 1010.2  66  60  0.00 ***** ***** ***** ** 
724940 23234 201509040600 240  11 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   51 1010.6 ***** 1007.7  66  60 ***** ***** ***** ***** ** 
724940 23234 201509040656 260   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   51 1010.6 29.85 1010.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040756 270   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   51 1010.7 29.85 1010.2  69  59  0.00 ***** ***** ***** ** 
724940 23234 201509040759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  69 *** ***** *****  0.00 ***** ** 
724940 23234 201509040856 280   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   50 1010.3 29.84 1009.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509040956 200   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   50 1010.3 29.84 1009.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041056 220   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   57   49 1010.4 29.84 1009.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   48 1010.4 29.84 1009.9  60  56  0.00 ***** ***** ***** ** 
724940 23234 201509041200 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   48 1010.4 ***** 1007.3  69  56 ***** ***** ***** ***** ** 
724940 23234 201509041256 260   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   57   49 1010.8 29.85 1010.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041356 200   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   56   48 1011.1 29.86 1010.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041456 240  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   49 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041556 250  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   60   48 1012.0 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041656 260  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   48 1012.3 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041756 250  18 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   47 1012.5 29.90 1011.9  65  56  0.00 ***** ***** ***** ** 
724940 23234 201509041800 250  18 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   47 1012.5 ***** 1009.4  65  56 ***** ***** ***** ***** ** 
724940 23234 201509041856 260  21  28 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   48 1012.3 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509041956 270  25 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   48 1012.3 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509042056 270  23 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   49 1012.1 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509042156 260  26  33 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   51 1012.0 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509042256 270  31  41 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   66   51 1011.9 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509042356 280  26  34 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   51 1011.8 29.88 1011.3  69  65  0.00 ***** ***** ***** ** 
724940 23234 201509050000 280  26 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   65   51 1011.8 ***** 1008.7  69  56 ***** ***** ***** ***** ** 
724940 23234 201509050056 280  28  39 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   50 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050156 270  30  36 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   61   51 1011.7 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050256 280  23  31 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   60   51 1011.5 29.87 1010.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050356 270  23 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   51 1011.8 29.88 1011.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050456 280  25 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   51 1012.3 29.89 1011.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050556 270  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   52 1012.5 29.90 1011.9  66  58  0.00 ***** ***** ***** ** 
724940 23234 201509050600 270  15 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   52 1012.5 ***** 1009.4  66  56 ***** ***** ***** ***** ** 
724940 23234 201509050656 270  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   52 1012.6 29.90 1011.9 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050756 220   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   51 1012.9 29.91 1012.3  69  56  0.00 ***** ***** ***** ** 
724940 23234 201509050759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  69 *** ***** *****  0.00 ***** ** 
724940 23234 201509050856 140   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   58   51 1012.8 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509050956 290   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   55   49 1012.7 29.91 1012.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051056 190   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   55   50 1013.0 29.92 1012.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051156 210   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   48 1013.0 29.92 1012.6  58  54  0.00 ***** ***** ***** ** 
724940 23234 201509051200 210   3 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   54   48 1013.0 ***** 1010.0  69  54 ***** ***** ***** ***** ** 
724940 23234 201509051256 270   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   54   49 1013.8 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051356 260   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   54   48 1014.3 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051456 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   58   50 1014.9 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051556 160   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   61   52 1015.4 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051656 020   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   53 1015.7 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051756 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   52 1015.8 30.00 1015.3  67  53  0.00 ***** ***** ***** ** 
724940 23234 201509051800 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   67   52 1015.8 ***** 1012.7  67  53 ***** ***** ***** ***** ** 
724940 23234 201509051856 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   70   47 1015.6 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509051956 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   72   50 1014.9 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509052056 290  11  18 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   76   48 1014.8 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509052156 280  16 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   76   44 1014.6 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509052256 270  21 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   73   43 1014.5 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509052356 280  22 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   73   43 1014.2 29.95 1013.6  77  66  0.00 ***** ***** ***** ** 
724940 23234 201509060000 280  22 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   73   43 1014.2 ***** 1011.1  77  54 ***** ***** ***** ***** ** 
724940 23234 201509060056 270  22 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   71   43 1014.2 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509060156 280  21 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   44 1013.8 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509060256 280  17 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   46 1013.7 29.94 1013.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509060356 290  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   48 1014.3 29.95 1013.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509060456 270   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   47 1014.7 29.97 1014.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509060556 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   45 1014.4 29.96 1014.0  73  62  0.00 ***** ***** ***** ** 
724940 23234 201509060600 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   45 1014.4 ***** 1011.4  73  54 ***** ***** ***** ***** ** 
724940 23234 201509060656 270   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   62   45 1014.4 29.96 1014.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201509060756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   62   43 1014.5 29.96 1014.0  77  53  0.00 ***** ***** ***** ** 
724940 23234 201509060759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  77 *** ***** *****  0.00 ***** ** 
