270,15,722,10,65,51,1014.1,29.95,1013.6,09,16
260,18,722,10,67,50,1014.3,29.95,1013.6,09,17
270,20,722,10,67,51,1014,29.94,1013.3,09,18
250,20,722,10,67,52,1013.3,29.92,1012.6,09,19
250,18,722,10,67,52,1012.9,29.91,1012.3,09,20
270,21,722,10,67,53,1012.5,29.9,1011.9,09,21
260,20,722,10,66,53,1011.8,29.88,1011.3,09,22
250,15,722,10,66,53,1011.6,29.87,1010.9,09,23
240,18,722,10,64,53,1011.3,29.86,1010.6,09,00
250,14,722,10,62,52,1010.9,29.85,1010.2,09,01
240,13,722,10,61,52,1010.7,29.85,1010.2,09,02
240,13,722,10,61,52,1010.7,29.85,1010.2,09,03
260,10,722,10,60,51,1010.6,29.85,1010.2,09,04
240,11,722,10,60,51,1010.6,29.85,1010.2,09,05
260,8,722,10,60,51,1010.6,29.85,1010.2,09,06
270,7,722,10,59,51,1010.7,29.85,1010.2,09,07
280,6,722,10,59,50,1010.3,29.84,1009.9,09,08
200,3,722,10,58,50,1010.3,29.84,1009.9,09,09
220,8,722,10,57,49,1010.4,29.84,1009.9,09,10
260,6,722,10,57,49,1010.8,29.85,1010.2,09,12
200,7,722,10,56,48,1011.1,29.86,1010.6,09,13
240,13,722,10,58,49,1011.8,29.88,1011.3,09,14
250,13,722,10,60,48,1012,29.89,1011.6,09,15
260,11,722,10,63,48,1012.3,29.89,1011.6,09,16
250,18,722,10,65,47,1012.5,29.9,1011.9,09,17
260,21,722,10,67,48,1012.3,29.9,1011.9,09,18
270,25,722,10,67,48,1012.3,29.89,1011.6,09,19
270,23,722,10,68,49,1012.1,29.89,1011.6,09,20
260,26,722,10,68,51,1012,29.89,1011.6,09,21
270,31,722,10,66,51,1011.9,29.88,1011.3,09,22
280,26,722,10,65,51,1011.8,29.88,1011.3,09,23
270,23,722,10,59,51,1011.8,29.88,1011.3,09,03
280,25,722,10,59,51,1012.3,29.89,1011.6,09,04
270,15,722,10,58,52,1012.5,29.9,1011.9,09,05
270,15,722,10,58,52,1012.6,29.9,1011.9,09,06
220,8,722,10,57,51,1012.9,29.91,1012.3,09,07
140,3,722,10,58,51,1012.8,29.91,1012.3,09,08
290,3,722,10,55,49,1012.7,29.91,1012.3,09,09
190,6,722,10,55,50,1013,29.92,1012.6,09,10
210,3,722,10,54,48,1013,29.92,1012.6,09,11
270,5,722,10,54,49,1013.8,29.94,1013.3,09,12
260,5,722,10,54,48,1014.3,29.95,1013.6,09,13
160,3,722,10,61,52,1015.4,29.99,1015,09,15
20,3,722,10,64,53,1015.7,30,1015.3,09,16
290,11,722,10,76,48,1014.8,29.97,1014.3,09,20
280,16,722,10,76,44,1014.6,29.96,1014,09,21
270,21,722,10,73,43,1014.5,29.96,1014,09,22
280,22,722,10,73,43,1014.2,29.95,1013.6,09,23
270,22,722,10,71,43,1014.2,29.95,1013.6,09,00
280,21,722,10,68,44,1013.8,29.94,1013.3,09,01
280,17,722,10,64,46,1013.7,29.94,1013.3,09,02
290,10,722,10,62,48,1014.3,29.95,1013.6,09,03
270,7,722,10,62,47,1014.7,29.97,1014.3,09,04
270,5,722,10,62,45,1014.4,29.96,1014,09,06
270,3,722,10,60,45,1014.3,29.95,1013.6,09,08
200,3,722,10,57,42,1015,29.97,1014.3,09,13
70,3,722,10,67,52,1015.7,30,1015.3,09,16
70,3,722,10,69,52,1015.6,29.99,1015,09,17
60,3,722,10,71,52,1015.4,29.99,1015,09,18
90,3,722,10,74,55,1014.7,29.97,1014.3,09,19
360,5,722,10,82,46,1014.2,29.95,1013.6,09,20
300,13,722,10,85,34,1013.8,29.94,1013.3,09,21
290,14,722,10,83,38,1013.3,29.92,1012.6,09,22
290,15,722,10,80,41,1012.7,29.91,1012.3,09,23
300,14,722,10,77,41,1012.7,29.91,1012.3,09,00
290,16,722,10,70,48,1012.4,29.9,1011.9,09,01
290,15,722,10,65,48,1012.5,29.9,1011.9,09,02
300,8,722,10,63,50,1012.9,29.91,1012.3,09,03
300,10,722,10,64,49,1013.1,29.92,1012.6,09,04
220,3,722,10,64,50,1013.1,29.92,1012.6,09,05
280,7,722,10,62,49,1013.1,29.92,1012.6,09,06
290,8,722,10,60,51,1013,29.92,1012.6,09,07
270,5,722,10,60,51,1012.9,29.91,1012.3,09,08
220,5,722,10,59,42,1012.6,29.9,1011.9,09,09
240,3,722,10,60,43,1012.6,29.91,1012.3,09,10
290,3,722,10,58,41,1012.9,29.91,1012.3,09,12
20,3,722,10,66,57,1014,29.94,1013.3,09,14
30,3,722,10,72,55,1014.1,29.95,1013.6,09,17
50,3,722,10,76,56,1013.6,29.93,1012.9,09,18
60,3,722,10,80,55,1012.3,29.9,1011.9,09,20
290,13,722,10,88,43,1011.1,29.86,1010.6,09,22
290,15,722,10,85,43,1010.8,29.85,1010.2,09,23
280,14,722,10,81,40,1011.3,29.86,1010.6,09,00
280,13,722,10,80,38,1010.9,29.85,1010.2,09,01
270,18,722,10,77,35,1011.2,29.86,1010.6,09,02
290,13,722,10,76,35,1011.3,29.87,1010.9,09,03
310,7,722,10,74,41,1011.8,29.88,1011.3,09,04
280,3,722,10,69,37,1012,29.88,1011.3,09,07
280,3,722,10,64,39,1011.4,29.87,1010.9,09,11
220,3,722,10,63,41,1011.7,29.88,1011.3,09,12
30,5,722,10,70,61,1012.4,29.9,1011.9,09,15
20,6,722,9.1,72,61,1012.6,29.9,1011.9,09,17
10,6,722,10,77,58,1012.2,29.89,1011.6,09,18
20,5,722,10,79,58,1011.5,29.87,1010.9,09,19
40,5,722,10,80,63,1010.9,29.85,1010.2,09,20
50,3,722,10,83,62,1010.2,29.83,1009.6,09,21
300,11,722,10,91,48,1009.7,29.82,1009.2,09,22
290,15,722,10,88,42,1009.4,29.81,1008.9,09,23
290,16,722,10,86,41,1009.1,29.8,1008.5,09,00
290,18,722,10,81,40,1008.9,29.79,1008.2,09,01
290,17,722,10,77,40,1009.1,29.8,1008.5,09,02
290,11,722,10,76,39,1009.8,29.82,1009.2,09,03
290,9,722,10,76,40,1010.2,29.83,1009.6,09,04
140,6,722,10,72,45,1010.7,29.85,1010.2,09,06
320,5,722,10,70,51,1010.7,29.85,1010.2,09,08
270,6,722,10,68,48,1010.6,29.85,1010.2,09,09
280,5,722,10,67,46,1010.7,29.85,1010.2,09,10
280,6,722,10,65,51,1010.6,29.85,1010.2,09,11
10,5,722,10,74,60,1012,29.89,1011.6,09,16
20,3,722,10,75,59,1011.9,29.88,1011.3,09,17
50,5,722,10,77,60,1011.6,29.87,1010.9,09,18
10,6,722,10,80,62,1011,29.86,1010.6,09,19
300,15,722,10,88,50,1010.5,29.84,1009.9,09,20
290,15,722,10,90,48,1009.9,29.83,1009.6,09,21
280,18,722,10,90,42,1009.4,29.81,1008.9,09,22
290,18,722,10,79,49,1008.9,29.8,1008.5,09,00
280,21,722,10,75,50,1008.8,29.79,1008.2,09,01
290,18,722,10,72,46,1009.1,29.8,1008.5,09,02
300,14,722,10,69,52,1009.8,29.82,1009.2,09,03
270,13,722,10,69,49,1010.4,29.84,1009.9,09,04
280,7,722,10,66,51,1010.6,29.84,1009.9,09,05
290,10,722,10,65,51,1010.8,29.85,1010.2,09,06
290,14,722,10,60,54,1011.2,29.86,1010.6,09,07
300,9,722,10,61,53,1011.1,29.86,1010.6,09,08
290,9,722,10,59,53,1011.2,29.86,1010.6,09,09
280,10,722,10,59,53,1011.1,29.86,1010.6,09,10
280,9,722,10,58,53,1010.9,29.85,1010.2,09,11
280,9,722,10,57,53,1011.1,29.86,1010.6,09,12
20,6,722,10,77,63,1011.2,29.86,1010.6,09,19
300,15,722,10,80,52,1010.9,29.85,1010.2,09,20
280,26,722,10,80,46,1010,29.83,1009.6,09,23
290,18,722,10,74,52,1010,29.83,1009.6,09,00
300,13,722,10,70,55,1010.4,29.84,1009.9,09,01
320,18,722,10,65,57,1010.6,29.84,1009.9,09,02
290,13,722,10,64,56,1011.8,29.88,1011.3,09,03
270,11,722,10,63,55,1012.5,29.9,1011.9,09,04
290,7,722,10,63,55,1012.5,29.9,1011.9,09,05
300,7,722,10,61,55,1012.6,29.9,1011.9,09,06
290,10,722,10,59,55,1012.8,29.91,1012.3,09,07
290,8,722,10,59,55,1012.8,29.91,1012.3,09,08
280,11,722,10,58,55,1012.6,29.9,1011.9,09,09
290,11,722,10,58,54,1012.6,29.9,1011.9,09,10
290,13,722,10,57,54,1012.6,29.91,1012.3,09,11
310,18,722,10,72,53,1013.1,29.92,1012.6,09,19
300,16,722,10,74,52,1012.6,29.9,1011.9,09,20
300,16,722,10,74,52,1011.7,29.88,1011.3,09,21
310,13,722,10,74,52,1011.1,29.86,1010.6,09,22
300,15,722,10,75,51,1010.8,29.85,1010.2,09,23
290,23,722,10,70,51,1010.8,29.85,1010.2,09,00
290,17,722,10,63,53,1011.6,29.87,1010.9,09,02
300,18,722,10,60,55,1012.2,29.89,1011.6,09,03
300,17,722,10,59,55,1013.2,29.92,1012.6,09,04
300,17,722,10,59,55,1013.3,29.92,1012.6,09,05
300,15,722,10,59,56,1013.5,29.93,1012.9,09,06
290,13,722,10,58,55,1014,29.95,1013.6,09,07
280,15,722,10,58,55,1014.3,29.95,1013.6,09,08
290,17,722,10,58,55,1014.1,29.95,1013.6,09,09
290,11,722,10,57,54,1014,29.95,1013.6,09,10
280,11,722,10,57,54,1014.1,29.95,1013.6,09,11
290,10,722,10,65,55,1013.2,29.92,1012.6,09,03
300,18,722,10,66,56,1007.6,29.76,1007.2,09,22
300,23,722,10,64,56,1007,29.74,1006.5,09,23
290,21,722,10,61,55,1006.6,29.73,1006.2,09,00
300,8,722,10,60,56,1007.6,29.76,1007.2,09,03
300,10,722,10,60,56,1008,29.77,1007.5,09,04
320,5,722,10,60,56,1007.7,29.76,1007.2,09,07
300,3,722,10,59,55,1007.5,29.75,1006.9,09,08
300,5,722,10,59,56,1006.9,29.74,1006.5,09,09
270,8,722,10,57,53,1010.4,29.84,1009.9,09,10
270,13,722,10,57,53,1010.6,29.84,1009.9,09,11
260,13,722,10,58,53,1011.1,29.86,1010.6,09,13
260,11,722,10,59,52,1011.8,29.88,1011.3,09,14
230,10,722,10,59,51,1012.1,29.89,1011.6,09,15
250,9,722,10,62,49,1012.6,29.9,1011.9,09,16
260,18,722,10,65,50,1013.2,29.92,1012.6,09,17
250,15,722,10,64,48,1013.5,29.93,1012.9,09,18
250,14,722,10,65,49,1013.1,29.92,1012.6,09,19
990,6,722,10,59,52,1013.4,29.93,1012.9,09,05
260,7,722,10,59,52,1013.6,29.93,1012.9,09,06
200,5,722,10,59,53,1014.4,29.96,1014,09,09
230,5,722,10,58,52,1014.9,29.97,1014.3,09,10
240,6,722,10,63,57,1016.3,30.01,1015.7,09,06
270,8,722,10,62,58,1016.5,30.02,1016,09,07
280,10,722,10,62,58,1016.7,30.02,1016,09,08
310,7,722,10,60,58,1016.9,30.03,1016.3,09,10
20,10,722,10,66,56,1019.1,30.1,1018.7,09,18
20,10,722,10,66,57,1018.4,30.08,1018,09,19
300,14,722,10,69,55,1018,30.06,1017.3,09,20
280,17,722,10,68,55,1017.5,30.05,1017,09,21
280,20,722,10,68,54,1016.8,30.03,1016.3,09,22
270,22,722,10,64,54,1016.4,30.02,1016,09,23
280,21,722,10,63,54,1015.8,30,1015.3,09,00
270,23,722,10,60,54,1015.7,30,1015.3,09,01
280,17,722,10,60,54,1015.6,29.99,1015,09,02
280,20,722,10,60,54,1015.8,30,1015.3,09,03
280,13,722,10,60,54,1016.2,30.01,1015.7,09,04
300,9,722,10,60,53,1015.8,30,1015.3,09,05
280,6,722,10,59,53,1015.8,30,1015.3,09,06
280,6,722,10,58,53,1015.6,29.99,1015,09,07
270,3,722,10,58,51,1014.8,29.97,1014.3,09,10
260,3,722,10,57,51,1014.8,29.97,1014.3,09,11
60,3,722,10,65,57,1015.5,29.99,1015,09,16
40,3,722,10,68,58,1015.3,29.98,1014.6,09,17
60,5,722,10,70,58,1014.7,29.97,1014.3,09,18
20,7,722,10,73,59,1014.2,29.95,1013.6,09,19
300,13,722,10,78,53,1013.3,29.93,1012.9,09,20
300,16,722,10,73,54,1013,29.92,1012.6,09,21
290,20,722,10,73,52,1012.5,29.9,1011.9,09,22
280,18,722,10,71,53,1012.1,29.89,1011.6,09,23
270,22,722,10,69,52,1011.9,29.88,1011.3,09,00
280,23,722,10,63,53,1011.9,29.88,1011.3,09,01
280,16,722,10,62,53,1011.5,29.87,1010.9,09,02
290,18,722,10,61,53,1011.9,29.88,1011.3,09,03
290,10,722,10,60,53,1012.2,29.89,1011.6,09,04
290,14,722,10,60,53,1012.4,29.9,1011.9,09,05
280,8,722,10,59,53,1011.9,29.88,1011.3,09,06
280,6,722,10,58,53,1011.7,29.88,1011.3,09,07
280,5,722,10,58,52,1011.4,29.87,1010.9,09,08
260,5,722,10,57,52,1011.4,29.87,1010.9,09,09
250,3,722,10,56,48,1011.1,29.86,1010.6,09,11
190,3,722,10,56,50,1011.3,29.86,1010.6,09,13
330,5,722,10,61,54,1011.8,29.88,1011.3,09,14
50,3,722,10,67,59,1012.1,29.89,1011.6,09,16
40,3,722,10,69,59,1012.1,29.89,1011.6,09,17
30,3,722,10,71,58,1011.6,29.88,1011.3,09,18
60,3,722,10,74,57,1011,29.86,1010.6,09,19
60,3,722,10,76,58,1010.3,29.84,1009.9,09,20
300,14,722,10,84,54,1009.4,29.81,1008.9,09,21
290,17,722,10,83,53,1009.1,29.8,1008.5,09,22
290,17,722,10,82,51,1008.8,29.79,1008.2,09,23
280,17,722,10,81,50,1008.3,29.78,1007.9,09,00
270,16,722,10,78,49,1008.4,29.78,1007.9,09,01
280,16,722,10,73,50,1008.4,29.78,1007.9,09,02
280,14,722,10,71,51,1008.9,29.79,1008.2,09,03
250,5,722,10,71,51,1009.6,29.81,1008.9,09,04
20,3,722,10,69,58,1011.8,29.88,1011.3,09,15
30,3,722,10,73,60,1012,29.89,1011.6,09,17
30,7,722,10,76,61,1011.9,29.88,1011.3,09,18
10,6,722,10,77,62,1011.2,29.86,1010.6,09,19
50,3,722,10,79,62,1010.6,29.84,1009.9,09,20
20,5,722,10,84,54,1009.8,29.82,1009.2,09,21
320,7,722,10,89,57,1009.2,29.8,1008.5,09,22
300,11,722,10,89,51,1008.9,29.79,1008.2,09,23
290,15,722,10,84,51,1008.6,29.79,1008.2,09,00
280,16,722,10,81,49,1008.5,29.78,1007.9,09,01
280,15,722,10,77,49,1008.6,29.79,1008.2,09,02
280,15,722,10,77,46,1009.1,29.8,1008.5,09,03
320,6,722,10,77,48,1009.5,29.81,1008.9,09,04
270,3,722,10,76,46,1009.5,29.81,1008.9,09,05
290,3,722,10,75,46,1009.3,29.81,1008.9,09,06
270,3,722,10,69,46,1008.8,29.79,1008.2,09,10
290,3,722,10,67,52,1008.8,29.79,1008.2,09,11
350,6,722,10,70,59,1009.3,29.81,1008.9,09,14
40,3,722,10,75,61,1009,29.8,1008.5,09,17
40,3,722,10,77,61,1008.3,29.78,1007.9,09,18
360,7,722,10,80,62,1007.6,29.76,1007.2,09,19
320,13,722,10,88,57,1006.7,29.73,1006.2,09,20
310,14,722,10,87,56,1006.2,29.72,1005.8,09,21
290,20,722,10,81,55,1006.2,29.72,1005.8,09,22
290,20,722,10,78,55,1006,29.71,1005.5,09,23
300,17,722,10,71,55,1006.2,29.71,1005.5,09,00
300,15,722,10,66,56,1006.3,29.72,1005.8,09,01
310,14,722,10,63,56,1006.9,29.73,1006.2,09,02
310,15,722,10,63,55,1007.7,29.76,1007.2,09,03
300,17,722,10,62,55,1008.1,29.77,1007.5,09,04
300,17,722,10,61,54,1008.2,29.78,1007.9,09,05
290,14,722,10,61,54,1008.8,29.79,1008.2,09,06
290,13,722,10,60,54,1009.1,29.8,1008.5,09,07
300,14,722,10,60,54,1009.6,29.81,1008.9,09,08
290,11,722,10,59,54,1010.1,29.83,1009.6,09,09
280,7,722,10,59,53,1010.4,29.84,1009.9,09,10
260,7,722,10,59,53,1011.3,29.87,1010.9,09,12
270,9,722,10,58,53,1011.9,29.88,1011.3,09,13
230,15,722,10,60,53,1012.8,29.91,1012.3,09,14
230,9,722,10,61,52,1013.2,29.92,1012.6,09,15
280,10,722,10,63,53,1013.6,29.93,1012.9,09,16
260,16,722,10,64,52,1014.1,29.95,1013.6,09,17
260,21,722,10,64,52,1014.4,29.96,1014,09,18
270,20,722,9.1,64,52,1014.3,29.95,1013.6,09,19
260,15,722,10,64,53,1014,29.95,1013.6,09,20
270,18,722,10,64,53,1013.6,29.93,1012.9,09,21
260,15,722,10,64,53,1013.4,29.93,1012.9,09,22
250,17,722,10,61,52,1013.4,29.93,1012.9,09,23
250,15,722,10,62,52,1013.5,29.93,1012.9,09,00
250,14,722,10,60,52,1013.7,29.94,1013.3,09,01
240,11,722,10,59,52,1014,29.94,1013.3,09,02
260,8,722,10,59,51,1014.6,29.96,1014,09,03
260,9,722,10,59,51,1014.9,29.97,1014.3,09,04
260,9,722,10,59,52,1015.2,29.98,1014.6,09,05
230,9,722,10,58,51,1015.3,29.98,1014.6,09,06
230,6,722,10,58,50,1015.3,29.98,1014.6,09,07
200,5,722,10,58,50,1015.3,29.98,1014.6,09,08
360,3,722,10,62,53,1016.6,30.02,1016,09,15
80,6,722,10,62,53,1016.6,30.02,1016,09,16
80,5,722,10,64,54,1016.5,30.02,1016,09,17
300,13,722,10,72,51,1015.9,30,1015.3,09,19
300,13,722,10,73,51,1015,29.98,1014.6,09,20
300,16,722,10,73,52,1014.4,29.96,1014,09,21
290,16,722,10,72,50,1013.8,29.94,1013.3,09,22
280,23,722,10,71,47,1013.5,29.93,1012.9,09,23
290,14,722,10,64,49,1013.8,29.94,1013.3,09,03
310,13,722,10,63,51,1013.8,29.94,1013.3,09,04
280,9,722,10,62,51,1014.1,29.95,1013.6,09,05
290,8,722,10,61,51,1014.1,29.95,1013.6,09,06
250,5,722,10,61,52,1014,29.95,1013.6,09,12
100,3,722,10,75,53,1013.9,29.94,1013.3,09,19
50,3,722,10,77,55,1012.8,29.91,1012.3,09,20
290,20,722,10,68,50,1011,29.86,1010.6,09,02
300,13,722,10,67,50,1011.5,29.87,1010.9,09,03
290,17,722,10,65,49,1011.9,29.88,1011.3,09,04
300,14,722,10,64,52,1011.9,29.88,1011.3,09,05
290,16,722,10,62,52,1012.1,29.89,1011.6,09,06
290,15,722,10,62,53,1011.9,29.88,1011.3,09,07
300,15,722,10,61,53,1012.1,29.89,1011.6,09,08
280,7,722,10,60,53,1011.8,29.88,1011.3,09,09
280,11,722,10,59,53,1011.8,29.88,1011.3,09,10
280,9,722,10,59,54,1011.9,29.88,1011.3,09,11
300,6,722,10,60,53,1011.9,29.88,1011.3,09,12
280,7,722,10,60,53,1012.6,29.9,1011.9,09,13
280,11,722,10,59,55,1013,29.92,1012.6,09,14
300,9,722,10,63,54,1013.2,29.92,1012.6,09,15
300,7,722,10,68,54,1013.6,29.93,1012.9,09,16
310,11,722,10,69,54,1013.8,29.94,1013.3,09,17
290,14,722,10,72,53,1013.5,29.93,1012.9,09,18
300,14,722,10,73,54,1013.4,29.93,1012.9,09,19
290,24,722,10,72,53,1013.4,29.93,1012.9,09,20
280,22,722,10,73,51,1013,29.92,1012.6,09,21
290,21,722,10,70,52,1012.8,29.91,1012.3,09,22
290,15,722,10,61,54,1013.8,29.94,1013.3,09,06
300,11,722,10,61,54,1013.6,29.93,1012.9,09,07
300,13,722,10,60,54,1013.4,29.93,1012.9,09,08
290,13,722,10,59,55,1013.1,29.92,1012.6,09,09
290,14,722,10,58,54,1013.3,29.93,1012.9,09,10
300,9,722,10,57,54,1013.3,29.92,1012.6,09,11
300,13,722,10,57,54,1013.2,29.92,1012.6,09,12
300,13,722,10,57,54,1013.3,29.93,1012.9,09,13
290,13,722,10,58,54,1013.9,29.94,1013.3,09,14
310,11,722,10,61,55,1013.9,29.94,1013.3,09,15
310,13,722,10,63,55,1014.1,29.95,1013.6,09,16
320,15,722,10,64,55,1014,29.95,1013.6,09,17
310,14,722,10,69,54,1013.6,29.93,1012.9,09,18
320,17,722,10,69,54,1013,29.91,1012.3,09,19
310,17,722,10,70,54,1012,29.89,1011.6,09,20
300,18,722,10,70,53,1011.3,29.87,1010.9,09,21
280,22,722,10,70,53,1010.4,29.84,1009.9,09,23
290,16,722,10,67,55,1008.7,29.79,1008.2,09,00
300,17,722,10,62,55,1009,29.8,1008.5,09,01
300,11,722,10,61,55,1009.2,29.8,1008.5,09,02
300,8,722,10,61,55,1009.8,29.82,1009.2,09,03
270,7,722,10,60,55,1010.1,29.83,1009.6,09,04
290,7,722,10,59,54,1010.3,29.84,1009.9,09,05
320,17,722,10,68,56,1012,29.89,1011.6,09,20
300,17,722,10,69,55,1011.6,29.87,1010.9,09,21
310,17,722,10,69,55,1011.4,29.87,1010.9,09,22
300,17,722,10,67,55,1011.7,29.88,1011.3,09,23
270,15,722,10,61,54,1012.3,29.9,1011.9,09,02
310,7,722,10,69,55,1015.6,29.99,1015,10,19
300,14,722,10,73,56,1015.1,29.98,1014.6,10,20
290,16,722,10,72,57,1015.3,29.98,1014.6,10,21
290,18,722,10,69,56,1015.5,29.99,1015,10,22
280,16,722,10,69,57,1015.5,29.99,1015,10,23
270,14,722,10,68,57,1015.5,29.99,1015,10,00
270,20,722,10,64,55,1015.9,30,1015.3,10,01
270,15,722,10,63,56,1016.6,30.02,1016,10,02
280,8,722,10,63,53,1017.1,30.04,1016.7,10,03
290,9,722,10,61,55,1017.4,30.05,1017,10,04
310,10,722,10,60,53,1017.6,30.05,1017,10,05
280,16,722,10,60,54,1017.8,30.06,1017.3,10,06
280,11,722,10,59,54,1017.6,30.05,1017,10,07
290,10,722,10,59,54,1017.7,30.06,1017.3,10,08
290,7,722,10,59,54,1017.5,30.05,1017,10,09
290,5,722,10,57,52,1017.4,30.04,1016.7,10,12
300,7,722,10,58,55,1017.6,30.05,1017,10,13
300,7,722,10,59,55,1017.6,30.05,1017,10,14
290,5,722,10,62,56,1017.6,30.05,1017,10,15
40,5,722,10,66,57,1017.6,30.05,1017,10,16
60,6,722,10,66,57,1017.3,30.04,1016.7,10,17
70,5,722,10,68,58,1016.3,30.01,1015.7,10,18
30,3,722,10,70,59,1015.4,29.99,1015,10,19
300,16,722,10,73,55,1014.3,29.95,1013.6,10,20
290,21,722,10,69,55,1013.7,29.94,1013.3,10,21
290,22,722,10,68,55,1013,29.92,1012.6,10,22
290,17,722,10,69,53,1011.9,29.88,1011.3,10,23
290,14,722,10,67,53,1011.7,29.88,1011.3,10,00
310,7,722,10,63,54,1011.5,29.87,1010.9,10,01
290,5,722,9.1,59,54,1009.9,29.82,1009.2,10,07
250,3,722,10,58,53,1008.9,29.8,1008.5,10,09
280,6,722,10,56,52,1007.3,29.75,1006.9,10,12
270,5,722,10,57,53,1006.9,29.73,1006.2,10,13
310,7,722,10,63,54,1005.7,29.7,1005.2,10,16
320,8,722,10,65,56,1004.9,29.68,1004.5,10,17
300,8,722,10,69,55,1003.2,29.63,1002.8,10,18
250,21,722,10,70,54,1002.4,29.6,1001.8,10,19
230,28,722,10,67,52,1002,29.59,1001.4,10,20
270,28,722,10,65,50,1001.3,29.57,1000.8,10,21
260,34,722,10,63,48,1000.7,29.55,1000.1,10,22
200,3,722,10,58,50,997.8,29.47,997.4,10,05
150,6,722,10,58,50,998.2,29.48,997.7,10,06
210,5,722,10,55,49,997.9,29.47,997.4,10,07
110,5,722,10,55,49,998.5,29.49,998.1,10,10
180,5,722,10,54,48,999.6,29.52,999.1,10,11
140,5,722,10,55,48,1001.4,29.57,1000.8,10,13
130,5,722,10,55,48,1002,29.59,1001.4,10,14
140,8,722,10,58,49,1002.3,29.6,1001.8,10,15
90,3,722,10,62,51,1003,29.62,1002.5,10,16
10,3,722,10,66,53,1003.1,29.62,1002.5,10,17
360,5,722,10,69,55,1003,29.62,1002.5,10,18
300,17,722,10,71,52,1002.3,29.6,1001.8,10,20
290,16,722,10,72,51,1002.4,29.6,1001.8,10,21
290,15,722,10,72,49,1002.9,29.62,1002.5,10,22
270,13,722,10,71,47,1003.1,29.62,1002.5,10,23
290,11,722,10,69,47,1003.4,29.63,1002.8,10,00
290,11,722,10,65,50,1004,29.65,1003.5,10,01
300,13,722,10,63,51,1004.4,29.66,1003.8,10,02
300,10,722,10,63,50,1004.8,29.67,1004.1,10,03
300,11,722,10,63,51,1004.9,29.68,1004.5,10,04
290,7,722,10,62,51,1005.7,29.7,1005.2,10,05
190,5,722,10,62,49,1005.9,29.71,1005.5,10,06
160,3,722,10,60,48,1005.9,29.71,1005.5,10,07
160,7,722,10,61,48,1006.2,29.72,1005.8,10,08
130,7,722,10,62,52,1007.1,29.74,1006.5,10,09
300,3,722,10,58,46,1007.3,29.75,1006.9,10,10
280,8,722,10,58,46,1008.1,29.77,1007.5,10,11
290,7,722,10,60,51,1009,29.8,1008.5,10,12
310,3,722,10,61,51,1009.6,29.81,1008.9,10,13
30,3,722,10,63,54,1009.9,29.82,1009.2,10,14
130,9,722,10,64,51,1010.8,29.85,1010.2,10,15
90,8,722,10,65,55,1011.2,29.86,1010.6,10,16
70,8,722,10,66,56,1011.6,29.88,1011.3,10,17
