12,0,-0.6,-2.5,87,8,5,32.2,102.57,10
12,1,-1.0,-2.6,89,10,6,32.2,102.60,10
12,2,-1.4,-2.7,91,9,5,32.2,102.66,10
12,3,-2.3,-3.3,93,11,4,32.2,102.72,10
12,4,-2.4,-3.1,95,12,3,32.2,102.80,10
12,5,-3.4,-4.1,95,14,6,32.2,102.79,10
12,6,-3.2,-3.9,95,10,7,32.2,102.84,10
12,7,-2.9,-4.0,92,36,1,32.2,102.94,9
12,8,-3.5,-4.6,92,9,7,48.3,103.00,9
12,9,-2.0,-3.4,90,8,10,48.3,103.10,9
12,10,-0.4,-2.8,84,10,10,48.3,103.14,9
12,11,0.8,-3.3,74,11,9,48.3,103.17,9
12,12,1.7,-4.0,66,10,6,48.3,103.17,9
12,13,2.2,-3.5,66,23,6,48.3,103.17,9
12,14,2.3,-3.6,65,22,5,48.3,103.16,9
12,15,2.0,-3.3,68,22,7,48.3,103.17,9
12,16,1.2,-2.9,74,18,8,48.3,103.19,9
12,17,1.0,-3.1,74,14,7,48.3,103.19,9
12,18,0.3,-3.3,77,13,10,48.3,103.23,9
12,19,0.0,-3.6,77,15,4,48.3,103.25,10
12,20,-1.2,-3.6,84,8,5,48.3,103.28,10
12,21,-2.2,-4.4,85,7,7,48.3,103.29,10
12,22,-2.3,-4.5,85,11,6,48.3,103.29,10
06,0,14.2,9.1,71,12,18,24.1,101.64,8
06,1,13.8,9.5,75,11,16,24.1,101.67,8
06,2,13.1,9.6,79,11,15,24.1,101.69,8
06,3,11.9,9.8,87,13,13,32.2,101.72,8
06,4,11.9,9.5,85,13,13,48.3,101.74,9
06,5,12.0,9.6,85,12,13,48.3,101.75,9
06,6,13.2,9.7,79,10,19,48.3,101.76,9
06,7,14.5,10.0,74,10,15,48.3,101.81,8
06,8,15.8,10.2,69,12,10,48.3,101.83,8
06,9,17.2,9.9,62,14,13,48.3,101.84,8
06,10,18.1,10.3,60,13,16,48.3,101.81,9
06,11,19.0,10.1,56,13,11,48.3,101.80,9
06,12,19.8,13.6,67,22,13,48.3,101.79,9
06,13,19.9,12.8,63,21,21,48.3,101.74,9
06,14,20.4,12.5,60,22,14,48.3,101.71,9
06,15,20.9,11.4,54,22,15,48.3,101.67,9
06,16,19.7,10.3,54,22,14,48.3,101.63,8
06,17,18.9,10.3,57,25,8,48.3,101.59,8
06,18,18.7,9.6,55,24,8,48.3,101.54,8
06,19,19.0,10.1,56,30,5,32.2,101.52,8
06,20,16.0,10.8,71,29,6,32.2,101.49,8
06,21,16.4,11.0,70,32,3,32.2,101.47,8
06,22,17.5,10.5,63,13,5,32.2,101.46,7
06,23,16.4,11.0,70,10,7,32.2,101.45,7
