01,0,-2.4,-4.9,83,11,8,24.1,103.07,10
01,1,-3.6,-5.5,87,11,10,48.3,103.01,10
01,2,-3.6,-4.9,91,36,2,48.3,102.96,10
01,3,-4.2,-5.6,90,9,5,48.3,102.94,10
01,4,-4.2,-5.9,88,8,6,48.3,102.88,10
01,5,-3.9,-5.2,91,9,7,48.3,102.82,10
01,6,-3.9,-5.0,92,9,12,48.3,102.76,10
01,7,-4.3,-5.7,90,9,11,40.2,102.74,10
01,8,-3.5,-4.9,90,9,9,48.3,102.74,10
01,9,-2.7,-4.0,91,9,10,48.3,102.75,10
01,10,-0.6,-2.7,86,11,8,48.3,102.75,9
01,11,1.0,-2.2,79,11,8,48.3,102.71,9
01,12,2.1,-2.2,73,12,4,48.3,102.66,9
01,13,2.9,-1.7,72,21,6,48.3,102.59,8
01,14,2.9,-1.1,75,22,9,48.3,102.52,8
01,15,2.5,-0.8,79,25,12,48.3,102.52,8
01,16,1.4,-1.0,84,25,6,48.3,102.52,8
01,17,1.2,-0.3,90,36,3,48.3,102.48,8
01,18,0.3,-1.0,91,36,0,32.2,102.44,8
01,19,1.1,-0.4,90,12,4,32.2,102.38,8
01,20,-0.1,-1.4,91,36,2,32.2,102.37,8
01,21,1.0,-0.8,88,36,2,32.2,102.34,8
01,22,0.1,-1.4,90,36,3,32.2,102.34,7
01,23,1.5,-1.6,80,11,10,32.2,102.30,7
01,0,0.6,-1.5,86,11,12,32.2,102.23,7
01,1,0.3,-2.1,84,10,11,32.2,102.22,7
01,2,0.6,-2.0,83,11,10,32.2,102.16,7
01,3,0.4,-2.2,83,10,10,32.2,102.12,7
01,4,0.7,-1.7,84,8,4,32.2,102.10,7
01,5,0.8,-1.6,84,6,5,32.2,102.02,7
01,6,1.1,-1.0,86,1,8,32.2,102.02,7
01,7,1.4,-0.8,85,10,11,32.2,101.97,7
01,8,1.8,-0.6,84,12,8,24.1,101.98,4
01,9,1.9,-0.2,86,8,11,24.1,101.97,4
01,10,2.5,0.6,87,7,16,19.3,101.97,4
01,11,2.2,1.3,94,6,14,4.8,101.97,4
01,12,2.2,1.5,95,7,17,8.1,101.90,6
01,13,2.4,1.7,95,7,13,6.4,101.86,4
01,14,2.7,1.8,94,7,13,19.3,101.85,4
01,15,2.5,1.6,94,34,4,24.1,101.89,4
01,16,2.5,1.8,95,36,5,24.1,101.94,7
01,17,2.7,2.1,96,2,3,24.1,101.96,7
01,18,3.3,2.1,92,29,13,24.1,101.98,7
01,19,3.5,2.2,91,33,10,24.1,102.04,7
01,20,2.9,1.4,90,29,18,24.1,102.09,7
01,21,2.5,1.6,94,7,8,19.3,102.16,7
